Date,Open,High,Low,Close,Volume,Variation,Percentual Variation,RSI,Stochastic_oscillator,OBV,ATR,EMA_14,EMA_12,EMA_26,MACD,Signal_MACD,Money_flow,Chaikin
2022-01-25 00:12:00,1.317966,1.321236,1.294501,1.311256,2765169,-0.006709999999999994,-0.5091178376376928,0.0,,2765169,0.0,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,700730.1281092131,-6875152.681414597
2022-01-26 00:12:00,1.31102,1.324287,1.29586,1.313364,3102132,0.0023439999999999017,0.17879208555170034,0.0,0.7055545165513354,5867301,0.0019096428571428695,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,718159.8723748497,-6866437.8092817785
2022-01-27 00:12:00,1.31365,1.321894,1.259881,1.27122,4692623,-0.04242999999999997,-3.229931869219348,25.99062457519979,-0.7816088095078162,1174678,0.003940142857142868,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,-2976542.42989373,-8095100.285993699
2022-01-28 00:12:00,1.271254,1.275228,1.228962,1.253758,4947609,-0.017496000000000178,-1.3762788553664473,8.72873148433338,-0.09506878241157818,-3772931,0.008369642857142858,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,355676.9016988422,-7876376.691451516
2022-01-29 00:12:00,1.253861,1.295176,1.244881,1.290761,5131571,0.036900000000000155,2.9429099397780263,9.490521423967948,0.6482979281405719,1358640,0.011674357142857139,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,4230650.989462165,-6970147.717173542
2022-01-30 00:12:00,1.290573,1.291267,1.255591,1.275508,4660050,-0.015064999999999884,-1.167310954126569,47.7914842111418,0.4882874377130872,-3301410,0.015266857142857153,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,543123.890010133,-6980582.917563564
2022-01-31 00:12:00,1.275538,1.286756,1.267773,1.271103,4656427,-0.004434999999999967,-0.34769642299954734,49.843384443456905,0.44207710464201455,-7957837,0.01781514285714287,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,-3022765.1014591707,-7497449.34519491
2023-01-01 00:01:00,1.271389,1.273498,1.254493,1.272642,4488116,0.0012529999999999486,0.09855362914103775,54.06634009843871,0.45822187254130603,-3469721,0.01917107142857144,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,4083819.520547238,-6996776.088167617
2023-01-02 00:01:00,1.272674,1.306636,1.252347,1.298627,5728027,0.025952999999999893,2.0392496428779006,44.73535865966357,0.730815630736952,2258306,0.020528571428571434,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,4037969.410322541,-6612458.011615801
2023-01-03 00:01:00,1.298898,1.317435,1.283543,1.305031,5751379,0.006132999999999944,0.47216948520976576,49.78812754833589,0.7979963283503807,8009685,0.024406357142857136,1.308495642857143,1.2980418333333335,1.4098245,0.11178266666666659,0.11178266666666659,1541529.7661985373,-6554647.514786748
