Date,Open,High,Low,Close,Volume,Variation,Percentual Variation,RSI,Stochastic_oscillator,OBV,ATR,EMA_14,EMA_12,EMA_26,MACD,Signal_MACD,Money_flow,Chaikin,0
2022-12-24,1220.11792,1224.911621,1216.338745,1221.14856,2626153345,1.0306400000001759,0.08447052396379655,0.0,,2626153345,0.0,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,320655112.53080636,-4498040559.850146,1218.962036
2022-12-25,1221.171509,1223.517822,1203.719604,1218.962036,3942720070,-2.2094730000001164,-0.1809306050555849,7.789102801526809,0.30599894364503766,-1316566725,0.6123482857142822,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,2128194247.8451583,-3594270992.1929703,1226.974365
2022-12-26,1218.920166,1226.974365,1214.335938,1226.974365,3282098400,8.054198999999926,0.6607650955870662,31.827492322999092,1.0973358977581067,1965531675,2.0265067142857203,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,3282098400.0,-2908379752.2556314,1212.791626
2022-12-27,1226.987061,1230.418091,1205.89563,1212.791626,4091530737,-14.195435000000089,-1.1569343680308042,67.31440282223222,0.3901146092191618,-2125999062,2.9292515000000123,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,-1790360426.546339,-3833548838.9235463,1189.986084
2022-12-28,1212.736572,1213.128906,1185.702148,1189.986084,4991669631,-22.750488000000132,-1.8759628863571645,35.7753063959037,-0.5143931938914719,-7117668693,4.680855857142871,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,-3432317028.5271297,-4717041611.320454,1201.595337
2022-12-29,1190.010132,1204.141602,1188.360229,1201.595337,4132233940,11.58520499999986,0.9735383496717873,25.80645608033072,0.3554255581728405,-2985434753,6.639910000000002,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,2798793224.3875036,-4267518417.4326196,1199.232788
2022-12-30,1201.56958,1202.034668,1187.462524,1199.232788,4055668253,-2.3367920000000595,-0.19447829230164593,34.84517966225978,0.3025909573236546,-7041103006,7.767150928571433,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,2496049330.1132116,-3989679549.551923,1196.77124
2022-12-31,1199.360107,1205.088623,1194.203735,1196.77124,3018513333,-2.5888669999999365,-0.21585401956344513,40.20520534871247,0.24754240338842845,-10059616339,8.80801835714286,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,-1594511896.3211696,-4292620551.945698,1200.964844
2023-01-01,1196.713623,1203.475342,1192.885376,1200.964844,2399674550,4.251220999999987,0.3552412973575706,44.14730900844606,0.3413255983441975,-7659941789,9.585510357142864,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,1261922425.3141253,-4210859740.29249,1214.656616
2023-01-02,1201.103271,1219.860596,1195.214966,1214.656616,3765758498,13.553345000000036,1.128407966845012,41.70263539548886,0.6475200131639839,-3894183291,10.341936500000006,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,2175461807.8020167,-4054097152.7211347,1214.778809
2023-01-03,1214.744019,1219.095337,1207.491577,1214.778809,3392972131,0.03478999999992993,0.0028639778797651307,46.911068737613604,0.650252662680062,-501211160,12.102338642857148,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,868642222.9906268,-4044638634.2365155,1256.526611
2023-01-04,1214.718628,1264.807495,1213.168823,1256.526611,6404416893,41.80798299999992,3.4417833098382284,42.43008544461254,1.5838749727362351,5903205733,12.931178642857144,1219.5861816428571,1212.865743,1319.4161705384615,106.55042753846146,106.55042753846146,4350365875.631721,-3746612897.779242,1250.438599
2023-01-05,1256.484619,1258.571533,1245.173096,1250.438599,4001786456,-6.046019999999999,-0.48118535703300946,56.71128916944652,0.818357461980415,1901419277,16.619655214285718,1219.5861816428571,1218.6461823846155,1319.4161705384615,100.76998815384604,105.39433966153838,-856431727.0226425,-3894960167.134961,1269.379028
2023-01-06,1250.458984,1273.220337,1240.94751,1269.379028,4977252792,18.92004399999996,1.513047948160446,58.1208322053918,1.0577904424084006,6878672069,17.57668642857144,1219.5861816428571,1226.451235556213,1319.4161705384615,92.96493498224845,102.90845872568039,3792406732.7945714,-3690055079.45292,1264.270386
2023-01-07,1269.4198,1270.598267,1262.271118,1264.270386,2565213548,-5.149413999999979,-0.40565099110632896,59.85162707373008,0.8977361037486725,4313458521,1.8502739591836879,1225.5440755571428,1232.2695663937188,1319.4161705384615,87.1466041447427,99.75608780949285,-1333447583.518562,-3854194291.2160263,1287.359497
2023-01-08,1264.181885,1287.359497,1260.226807,1287.359497,3495088905,23.177611999999954,1.8334080147019316,64.16045172271407,1.161556816492169,7808547426,2.070211711370257,1233.7861317495237,1240.7449403331466,1319.4161705384615,78.67123020531494,95.53911628865727,3495088905.0,-3696032570.976334,1321.53894
2023-01-09,1287.450806,1342.144165,1286.680786,1321.53894,7990438824,34.088133999999854,2.647723224929175,63.18552768668706,1.3362220570988925,15798986250,4.109542193669307,1245.4865061829205,1253.1747864357394,1319.4161705384615,66.24138410272212,89.67956985147023,2053375746.1353984,-3641284768.345112,1336.58606
2023-01-10,1321.395508,1342.757202,1318.527222,1336.58606,5830173253,15.190552000000025,1.1495840501979386,67.32537787221523,0.9644717889312316,21629159503,2.0242515852620984,1257.633113358531,1266.0072900610103,1319.4161705384615,53.40888047745125,82.42543197666643,2860395561.9854517,-3547785620.681245,1387.932739
