Date,Open,High,Low,Close,Volume,Variation,Percentual Variation,RSI,Stochastic_oscillator,OBV,ATR,EMA_14,EMA_12,EMA_26,MACD,Signal_MACD,Money_flow,Chaikin,0
2017-11-09,2.05314,2.17423,1.89394,1.99077,19192200,-0.062370000000000037,-3.0377860253075797,0.0,,19192200,0.0,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-5931785.957401274,-22132800.719306037,1.79684
2017-11-10,2.00773,2.06947,1.64478,1.79684,11155000,-0.21089000000000002,-10.503902417157688,0.0,-0.3464269149809123,8037200,0.020020714285714294,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-3166917.8695048112,-20750366.675357804,1.67047
2017-11-11,1.78628,1.91775,1.61429,1.67047,8178150,-0.11581000000000019,-6.483306088631132,0.0,0.04852205118519214,-140950,0.050355714285714295,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-5150083.915507816,-20950610.676042728,1.51969
2017-11-12,1.66889,1.6728,1.46256,1.51969,15298700,-0.1492,-8.940073941362222,0.0,-0.16894667285780618,-15439650,0.07203142857142858,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-6984252.4067732245,-21509274.79920154,1.68662
2017-11-13,1.52601,1.73502,1.5176,1.68662,12238800,0.16060999999999992,10.524832733730442,0.0,0.3148369328480896,-3200850,0.08704857142857143,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,6789826.400515131,-19089657.51163916,1.59258
2017-11-14,1.68928,1.73537,1.56827,1.59258,7829600,-0.09669999999999979,-5.724332259897696,59.241098617586495,0.1826970365478382,-11030450,0.10257857142857144,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-5551472.220227404,-19533462.423387993,1.53045
2017-11-15,1.58777,1.62498,1.4955,1.53045,7615500,-0.057319999999999816,-3.6100946610655082,60.27031885557104,0.09539533772675539,-18645950,0.11451428571428572,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-3504259.2678405903,-19558006.938581903,1.57792
2017-11-16,1.55619,1.68222,1.53689,1.57792,8928640,0.021730000000000027,1.3963590564134216,62.24734866388053,0.16209760141638668,-9717310,0.12376285714285715,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-3887119.333929688,-19624272.83323847,1.51036
2017-11-17,1.58005,1.58266,1.4953,1.51036,8508840,-0.06969000000000003,-4.410619917091233,48.28799967592764,0.06716596175193537,-18226150,0.13414357142857145,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-5575160.274725299,-19863373.07805976,1.67433
2017-11-18,1.51136,1.67678,1.49823,1.67433,32167300,0.16297000000000006,10.783003387677327,49.41614710978703,0.2975676928913682,13941150,0.1403835714285714,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,31284523.35480263,-16368684.910963995,1.61377
2017-11-19,1.67336,1.70123,1.5678,1.61377,38081700,-0.05959000000000003,-3.5610986279103143,55.36456684912564,0.21247207273033827,-24140550,0.15313714285714286,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,-11841487.918758975,-17429941.071845792,1.62445
2017-11-20,1.62559,1.66065,1.55561,1.62445,12994500,-0.001140000000000141,-0.07012838415591514,56.6812752888216,0.22747902820127286,-11146050,0.16266785714285714,1.6410042857142855,1.6490208333333332,1.7865146153846156,0.1374937820512825,0.1374937820512825,4037894.897182025,-16991039.304585535,1.57406
2017-11-21,1.65817,1.65967,1.54984,1.57406,5440790,-0.08410999999999991,-5.0724593980110555,59.51092007880568,0.1566737392330714,-16586840,0.1701707142857143,1.6410042857142855,1.6374883974358974,1.7865146153846156,0.1490262179487183,0.13980026923076966,-3041155.404716386,-17164203.217049815,1.61175
2017-11-22,1.59049,1.62137,1.55823,1.61175,7177000,0.021260000000000057,1.3366949807920865,59.54677738896171,0.2096336785307796,-9409840,0.17801571428571425,1.6410042857142855,1.633528643984221,1.7865146153846156,0.15298597140039472,0.14243740966469468,4990026.924295224,-16738973.547089795,1.5487
2017-11-23,1.6106,1.61668,1.53759,1.5487,8392640,-0.061900000000000066,-3.8432882155718406,53.89559415832558,0.12103924571781849,-17802480,0.018364693877551012,1.6286970476190474,1.6204780833712638,1.7865146153846156,0.1660365320133519,0.1471572341344261,-6034763.393602232,-17105427.18765094,1.71771
2017-11-24,1.56953,1.82018,1.55558,1.71771,12155400,0.14817999999999998,9.441042859964446,53.5090874983128,0.4204082977706745,-5647080,0.020211763848396496,1.6405654412698412,1.6354368397756847,1.7865146153846156,0.151077775608931,0.14794134242932708,2740707.3469387884,-16877607.20185813,1.87387
2017-11-25,1.71697,1.95764,1.69397,1.87387,12839900,0.15689999999999982,9.138191115744586,59.0956824180118,0.903600694215602,7192820,0.02027726884631404,1.6716727157671956,1.6721188644255793,1.7865146153846156,0.11439575095903631,0.14123222413526892,4681228.759434131,-16562441.248952983,1.85313
2017-11-26,1.89474,1.93531,1.82674,1.85313,9056850,-0.04161000000000015,-2.1960796732005523,61.72875751473874,0.7889028035872988,-1864030,0.009203376346165292,1.6958670203315696,1.6999667314370286,1.7865146153846156,0.08654788394758706,0.13029535609773255,-4653971.276595762,-16800915.9594834,1.94298
2017-11-27,1.87083,1.94727,1.78963,1.94298,22826600,0.07214999999999994,3.8565770273087314,66.60830638947323,0.9682917333564042,20962570,0.011917384024726094,1.7288154176206936,1.7373533881390242,1.7865146153846156,0.049161227245591466,0.11406853032730432,21584198.147678215,-15633331.783417251,1.91711
2017-11-28,1.95885,1.95885,1.86804,1.91711,36377700,-0.04173999999999989,-2.13084207570768,62.723583127670445,0.9123372409914782,-15415130,0.00733767028748044,1.7539213619379344,1.7650082515022512,1.7865146153846156,0.021506363882364488,0.09555609703831636,2936334.5556657864,-15514899.204558337,1.75153
2017-11-29,1.92434,2.05159,1.68317,1.75153,43765500,-0.1728099999999999,-8.980221790328107,65.81839615009926,0.5527559055118111,-59180630,0.026839833591962885,1.753602513679543,1.7629346743480587,1.7865146153846156,0.023579941036556917,0.08116086583796447,-27524201.59057598,-16858247.64017369,1.99697
2017-11-30,1.76144,2.05291,1.76144,1.99697,31559500,0.23553000000000002,13.371446089563085,61.298567356273395,0.9018138021535528,-27621130,0.0227364166851402,1.786051511855604,1.798940109063742,1.7865146153846156,-0.012425493679126376,0.06244359393454631,19445468.161388844,-16858247.64017369,2.07023
2017-12-01,1.99695,2.13701,1.92297,2.07023,28867200,0.07328000000000001,3.66959613410451,67.86068677502821,1.0310611359193707,1246070,0.016912601191795728,1.8239419769415235,1.8406770153616279,1.7865146153846156,-0.05416239997701222,0.039122395152234604,10854196.673518952,-16238726.0154694,2.08416
