Date,Open,High,Low,Close,Volume,Variation,Percentual Variation,RSI,Stochastic_oscillator,OBV,ATR,EMA_14,EMA_12,EMA_26,MACD,Signal_MACD,Money_flow,Chaikin
2022-01-25 00:12:00,11.680124,11.715808,11.539064,11.684593,96667768,0.004469000000000278,0.03826158009966571,0.0,,96667768,0.0,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,62522514.09468939,-213791748.38150105
2022-01-26 00:12:00,11.68433,11.764178,11.58063,11.723856,100546246,0.039526000000000394,0.33828212657465506,3.685158040423005,1.0455347847734502,197214014,0.012624571428571508,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,56370055.235600784,-216867977.81104535
2022-01-27 00:12:00,11.720731,11.780209,11.581322,11.646396,130725347,-0.07433500000000137,-0.6342181217195528,8.603677511550586,0.47678953774531896,66488667,0.02573514285714294,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,-45181080.85210768,-251743766.31679627
2022-01-28 00:12:00,11.646214,11.655287,11.132728,11.202914,139487054,-0.4433000000000007,-3.806387208752996,22.890473932424342,-1.393974579609781,-72998387,0.03994135714285716,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,-102017453.92787814,-283390753.83861434
2022-01-29 00:12:00,11.203087,11.208213,10.702117,10.992695,118611566,-0.21039200000000058,-1.8779823811062129,7.8167335859997,-0.2162735277174171,-191609953,0.07726699999999997,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,17591492.8076093,-278457157.00460774
2022-01-30 00:12:00,10.992426,10.992426,10.65106,10.870249,158598467,-0.12217700000000065,-1.1114652943763337,8.205469558098315,0.15595329526608118,-350208420,0.11341671428571434,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,45071725.01246134,-270588053.7477946
2022-01-31 00:12:00,10.870633,11.041605,10.846866,10.902633,84881315,0.03200000000000003,0.29437108216237295,9.202914465113366,0.2227987626079468,-265327105,0.13780000000000012,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,-36266745.82171574,-276587047.2549534
2023-01-01 00:01:00,10.903734,10.929948,10.670733,10.865915,95741904,-0.03781900000000071,-0.346844484650861,10.745890503140515,0.1902804678567665,-361069009,0.1517099285714287,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,48440310.042612985,-270497910.4022814
2023-01-02 00:01:00,10.866034,11.231228,10.743951,11.153615,128530323,0.2875809999999994,2.646605007862109,12.570884217112251,0.445074122192909,-232538686,0.17022528571428577,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,87585956.82224517,-261412398.7635774
2023-01-03 00:01:00,11.153684,11.528151,11.087236,11.38445,165410541,0.23076599999999914,2.0689666302183127,34.7783484038671,0.6495068409926413,-67128145,0.20503078571428582,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,57590847.17129793,-257143500.4177089
2023-01-04 00:01:00,11.383942,12.270717,11.363713,12.077613,203700017,0.6936710000000001,6.093416498432618,40.920225837572325,1.2633877371365516,136571872,0.2365247142857143,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,116963270.34228286,-248253272.3919088
2023-01-05 00:01:00,12.077433,12.149061,11.718555,11.740196,148011463,-0.337237,-2.7922903815736344,55.15954106078524,0.6724485492916091,-11439591,0.3013107142857142,11.412125357142857,11.353760416666667,13.220767500000001,1.867007083333334,1.867007083333334,-133130759.49861863,-261685918.1904838
2023-01-06 00:01:00,11.742313,11.803511,11.388781,11.781206,135298028,0.038892999999999844,0.33122094428925414,52.06519865497627,0.6977687251066119,123858437,0.3320611428571427,11.412125357142857,11.419521275641026,13.220767500000001,1.8012462243589749,1.8538549115384622,120744836.69703108,-253523111.08192042
2023-01-07 00:01:00,11.781933,11.854203,11.666064,11.743424,99819319,-0.03850900000000124,-0.3268478949931326,48.923869827561276,0.6744415638619781,24039118,0.3616847142857142,11.412125357142857,11.469352464003945,13.220767500000001,1.7514150359960556,1.833366936429981,-17730836.358549878,-256417538.7785504
2023-01-08 00:01:00,11.741463,12.128077,11.609659,12.072585,133385894,0.3311220000000006,2.8201085333233227,52.01497703169966,0.8776703956454982,157425012,0.06286447959183664,11.500186642857143,11.5621574695418,13.220767500000001,1.6586100304582008,1.798415555235625,104830365.33452962,-250755296.00275776
2023-01-09 00:01:00,12.069568,12.631737,12.069568,12.209637,331158364,0.14006900000000044,1.1605137814377486,57.25201871369753,0.96228831166105,488583376,0.044645248542273974,11.594780023809523,11.661769704996908,13.220767500000001,1.5589977950030924,1.7505320031891185,-166136739.23194548,-262736277.6093439
2023-01-10 00:01:00,12.207081,12.869482,12.089607,12.731241,230945289,0.5241600000000002,4.293901220119701,58.58790199930869,1.0502373683341613,719528665,0.05889430346730519,11.746308153968254,11.826303750382,13.220767500000001,1.3944637496180015,1.6793183524748951,149070353.40994054,-254766138.28327954
2023-01-11 00:01:00,12.729663,15.913924,12.316078,15.913924,815639199,3.1842609999999993,25.014495670466687,59.02426554189084,2.372345748464449,1535167864,0.2611957359619504,12.301990266772487,12.455168404169385,13.220767500000001,0.7655990958306162,1.4965745011460394,815639199.0,-210649967.46066347
2023-01-12 00:01:00,15.849685,16.105272,14.886008,15.45735,821227059,-0.3923349999999992,-2.475348879173304,79.37685671038467,0.9132460956619818,713940805,0.1057471239972821,12.72270489786949,12.917042495835632,13.220767500000001,0.30372500416436843,1.2580046017497053,-51579943.45623256,-216820716.85391396
2023-01-13 00:01:00,15.457517,16.432856,15.047157,15.962223,594284894,0.5047060000000005,3.2651169007286263,77.89039266321103,0.973772746640578,1308225699,0.10653186599980591,13.154640644820224,13.385531804168613,13.220767500000001,-0.16476430416861199,0.9734508205660418,190604033.26775935,-210265192.47163984
2023-01-14 00:01:00,15.961251,18.337526,15.94421,16.958057,1069929455,0.9968059999999994,6.2451621116665565,76.36402664248124,1.0911471344849804,2378155154,0.17856056185712904,13.661762825510861,13.93515106506575,13.220767500000001,-0.7143835650657486,0.6358839434396837,-163450938.86307117,-221193764.32247898
2023-01-15 00:01:00,16.959484,17.043318,16.051126,16.797117,514796096,-0.1623669999999997,-0.9573817222269245,78.40861072406592,0.7990803977621412,1863359058,0.08362518298979489,14.07981004877608,14.375453516594096,13.220767500000001,-1.1546860165940949,0.27776995143292793,259314669.76133713,-221193764.32247898
2023-01-16 00:01:00,16.796198,17.275225,16.2204,16.740788,455814602,-0.05541000000000196,-0.3298960871978406,76.70667901288537,0.789725129468004,1407544456,0.0813178702135566,14.43460710893927,14.739351129425772,13.220767500000001,-1.5185836294257715,-0.08150076473881196,-6070902.134002915,-231733582.05263862
