Date,Open,High,Low,Close,Adj Close,Volume
2022-12-24,0.259427,0.260390,0.257364,0.259368,0.259368,90666010
2022-12-25,0.259371,0.259905,0.255300,0.259270,0.259270,118238326
2022-12-26,0.259293,0.265307,0.257990,0.265297,0.265297,151542330
2022-12-27,0.265306,0.265969,0.257486,0.260370,0.260370,164331309
2022-12-28,0.260384,0.260842,0.247964,0.248378,0.248378,209596269
2022-12-29,0.248380,0.248460,0.241094,0.244140,0.244140,214425739
2022-12-30,0.244126,0.245987,0.240350,0.245557,0.245557,159952057
2022-12-31,0.245577,0.251686,0.244431,0.246466,0.246466,144122815
2023-01-01,0.246414,0.249771,0.244245,0.249771,0.249771,113369989
2023-01-02,0.249778,0.255767,0.247368,0.253828,0.253828,159328803
2023-01-03,0.253800,0.255062,0.250548,0.252796,0.252796,153555529
2023-01-04,0.252796,0.269564,0.252244,0.267677,0.267677,289945179
2023-01-05,0.267689,0.270251,0.264064,0.269102,0.269102,175511469
2023-01-06,0.269090,0.279359,0.268135,0.278652,0.278652,326480796
2023-01-07,0.278664,0.280018,0.272766,0.277105,0.277105,166488086
2023-01-08,0.277028,0.295218,0.274984,0.295218,0.295218,391160515
2023-01-09,0.295414,0.340881,0.295414,0.317102,0.317102,957174794
2023-01-10,0.317078,0.324518,0.309148,0.322496,0.322496,415469645
2023-01-11,0.322502,0.322872,0.308705,0.322749,0.322749,323983138
2023-01-12,0.327487,0.333765,0.318243,0.329758,0.329758,497343610
2023-01-13,0.329755,0.349315,0.324763,0.345771,0.345771,365604016
2023-01-14,0.345739,0.369038,0.343055,0.352552,0.352552,747126617
2023-01-15,0.352620,0.353192,0.339976,0.350368,0.350368,358086150
2023-01-16,0.350418,0.362748,0.340661,0.350040,0.350040,398812791
2023-01-17,0.350087,0.356015,0.345744,0.345761,0.345761,296246243
2023-01-18,0.345771,0.354608,0.326834,0.326835,0.326835,461982437
2023-01-19,0.326841,0.342545,0.326745,0.339099,0.339099,252071129
2023-01-20,0.339047,0.364757,0.334704,0.364586,0.364586,365358670
2023-01-21,0.364589,0.379425,0.359161,0.369026,0.369026,609231750
2023-01-22,0.369033,0.385529,0.364004,0.376594,0.376594,604497889
2023-01-23,0.376591,0.382365,0.371022,0.375504,0.375504,526544110
2023-01-24,0.375390,0.382503,0.358295,0.359297,0.359297,382547334
2023-01-25,0.359345,0.378563,0.348408,0.373410,0.373410,396421939
2023-01-26,0.373287,0.386598,0.372232,0.380059,0.380059,481117555
2023-01-27,0.380056,0.389290,0.370540,0.388979,0.388979,360985598
2023-01-28,0.388993,0.397225,0.379727,0.382351,0.382351,354272484
2023-01-29,0.382346,0.398675,0.378231,0.396313,0.396313,328417772
2023-01-30,0.396672,0.397607,0.368589,0.372511,0.372511,398952288
2023-01-31,0.372546,0.396567,0.369424,0.390926,0.390926,466045236
2023-02-01,0.390863,0.401057,0.372723,0.397243,0.397243,488339901
2023-02-02,0.397189,0.412929,0.395664,0.397563,0.397563,551818110
2023-02-03,0.397505,0.406437,0.396780,0.404336,0.404336,379100047
2023-02-04,0.404233,0.405233,0.398334,0.399726,0.399726,264897945
2023-02-05,0.399729,0.401686,0.384337,0.392472,0.392472,340587829
2023-02-06,0.392477,0.402419,0.381602,0.382421,0.382421,343275735
2023-02-07,0.382463,0.399266,0.382383,0.399210,0.399210,371684529
2023-02-08,0.399213,0.402234,0.387118,0.394033,0.394033,356894107
2023-02-09,0.394073,0.395235,0.358936,0.362531,0.362531,486448326
2023-02-10,0.362464,0.365434,0.355788,0.358635,0.358635,357711042
2023-02-11,0.358656,0.369867,0.357780,0.369202,0.369202,224047056
2023-02-12,0.369166,0.373653,0.361063,0.364296,0.364296,241295741
2023-02-13,0.364292,0.365529,0.346896,0.359627,0.359627,368832511
2023-02-14,0.359571,0.392139,0.355391,0.386441,0.386441,476431370
2023-02-15,0.386477,0.418115,0.382576,0.418115,0.418115,478319555
2023-02-16,0.418061,0.419182,0.387687,0.387902,0.387902,552970408
2023-02-17,0.387863,0.409340,0.387052,0.403943,0.403943,403546665
2023-02-18,0.403928,0.415947,0.398473,0.406331,0.406331,314618907
2023-02-19,0.406306,0.411628,0.399074,0.400107,0.400107,346665034
2023-02-20,0.400151,0.409230,0.392036,0.404003,0.404003,375569552
2023-02-21,0.404043,0.405485,0.387791,0.392417,0.392417,387686829
2023-02-22,0.392437,0.392715,0.378828,0.388921,0.388921,383736395
2023-02-23,0.388926,0.394634,0.380796,0.383023,0.383023,291434286
2023-02-24,0.382975,0.384898,0.359807,0.365819,0.365819,396691064
2023-02-25,0.365844,0.367335,0.353880,0.362364,0.362364,281884667
2023-02-26,0.362391,0.369808,0.358478,0.368973,0.368973,207684310
2023-02-27,0.368940,0.369893,0.358805,0.364899,0.364899,232732125
2023-02-28,0.364887,0.367607,0.349691,0.352454,0.352454,240196843
2023-03-01,0.352526,0.363668,0.350506,0.360356,0.360356,229659633
2023-03-02,0.360372,0.361087,0.345982,0.350206,0.350206,245002411
2023-03-03,0.350256,0.350676,0.327622,0.342737,0.342737,396068284
