Date,Open,High,Low,Close,Adj Close,Volume
2022-12-25,0.427252,0.428272,0.417834,0.424477,0.424477,3810753
2022-12-26,0.424425,0.430101,0.420332,0.426353,0.426353,7911434
2022-12-27,0.426311,0.428226,0.408783,0.413409,0.413409,4716331
2022-12-28,0.413440,0.414219,0.389106,0.391255,0.391255,5154281
2022-12-29,0.391279,0.395801,0.382740,0.390332,0.390332,5556172
2022-12-30,0.390292,0.390871,0.378035,0.381899,0.381899,5115098
2022-12-31,0.381926,0.401535,0.377824,0.383502,0.383502,8386976
2023-01-01,0.383473,0.386364,0.379580,0.385509,0.385509,4338755
2023-01-02,0.385531,0.406682,0.379707,0.398924,0.398924,7471606
2023-01-03,0.398989,0.401792,0.389603,0.394353,0.394353,6590828
2023-01-04,0.394344,0.418757,0.394149,0.412436,0.412436,7463239
2023-01-05,0.412424,0.420348,0.407254,0.408624,0.408624,5923945
2023-01-06,0.408653,0.422245,0.401026,0.422245,0.422245,6767041
2023-01-07,0.422240,0.426196,0.418720,0.420548,0.420548,6818019
2023-01-08,0.420525,0.449181,0.414424,0.449130,0.449130,8423993
2023-01-09,0.449139,0.502013,0.448509,0.477526,0.477526,19219829
2023-01-10,0.477643,0.510109,0.467184,0.494827,0.494827,20878332
2023-01-11,0.494823,0.495787,0.471186,0.489846,0.489846,25056874
2023-01-12,0.504255,0.547997,0.489848,0.537773,0.537773,31679733
2023-01-13,0.537758,0.546378,0.518672,0.541834,0.541834,23147787
2023-01-14,0.541778,0.590818,0.534460,0.561151,0.561151,32645905
2023-01-15,0.561273,0.592131,0.539903,0.589358,0.589358,23474649
2023-01-16,0.589411,0.598639,0.559963,0.589799,0.589799,19003404
2023-01-17,0.589920,0.644444,0.577841,0.618976,0.618976,32101167
2023-01-18,0.618983,0.627299,0.562458,0.578118,0.578118,19726091
2023-01-19,0.578099,0.591036,0.559698,0.586055,0.586055,12540462
2023-01-20,0.586051,0.645232,0.571153,0.638230,0.638230,15599562
2023-01-21,0.638382,0.668721,0.628133,0.628353,0.628353,17881140
2023-01-22,0.628263,0.707808,0.621055,0.667028,0.667028,26656402
2023-01-23,0.667000,0.725427,0.667000,0.713991,0.713991,31321346
2023-01-24,0.713908,0.720183,0.643413,0.644809,0.644809,19356839
2023-01-25,0.644834,0.727880,0.634986,0.714668,0.714668,40052741
2023-01-26,0.714377,0.731620,0.666187,0.679053,0.679053,28060316
2023-01-27,0.679061,0.686229,0.651748,0.677070,0.677070,22730857
2023-01-28,0.677168,0.696242,0.648113,0.657737,0.657737,22423396
2023-01-29,0.657821,0.679636,0.646948,0.674961,0.674961,21580858
2023-01-30,0.674845,0.720674,0.635385,0.648023,0.648023,45231980
2023-01-31,0.648064,0.750705,0.641622,0.750705,0.750705,46658535
2023-02-01,0.750455,0.819562,0.693640,0.807605,0.807605,65945671
2023-02-02,0.807446,0.894330,0.800473,0.866515,0.866515,60590297
