Date,Open,High,Low,Close,Adj Close,Volume
2022-12-25,0.074387,0.074502,0.072986,0.073856,0.073856,27720364
2022-12-26,0.073853,0.075252,0.073757,0.075192,0.075192,32654992
2022-12-27,0.075191,0.075347,0.073735,0.074137,0.074137,41785694
2022-12-28,0.074137,0.074475,0.071630,0.071779,0.071779,62353994
2022-12-29,0.071777,0.072518,0.070863,0.072032,0.072032,81160229
2022-12-30,0.072027,0.072365,0.071195,0.072343,0.072343,53942462
2022-12-31,0.072346,0.072369,0.071107,0.071147,0.071147,32982439
2023-01-01,0.071144,0.072687,0.070841,0.072524,0.072524,34017236
2023-01-02,0.072519,0.074293,0.071320,0.073718,0.073718,59178367
2023-01-03,0.073719,0.074355,0.072960,0.073649,0.073649,41886099
2023-01-04,0.073651,0.074482,0.072882,0.073836,0.073836,55137728
2023-01-05,0.073845,0.074226,0.072708,0.072890,0.072890,44495591
2023-01-06,0.072891,0.075317,0.072035,0.075043,0.075043,46645563
2023-01-07,0.075042,0.075857,0.074653,0.075658,0.075658,33268080
2023-01-08,0.075655,0.077261,0.074886,0.077169,0.077169,40492640
2023-01-09,0.077177,0.080702,0.077164,0.079465,0.079465,74040999
2023-01-10,0.079454,0.080150,0.078348,0.079554,0.079554,56806127
2023-01-11,0.079562,0.081518,0.078460,0.081403,0.081403,87202663
2023-01-12,0.081799,0.082407,0.079138,0.081644,0.081644,77734140
2023-01-13,0.081639,0.085062,0.080716,0.084582,0.084582,78033542
2023-01-14,0.084578,0.090481,0.084578,0.087298,0.087298,113102803
2023-01-15,0.087296,0.088166,0.085159,0.088063,0.088063,72040393
2023-01-16,0.088060,0.090410,0.086497,0.087777,0.087777,73559156
2023-01-17,0.087782,0.088117,0.086307,0.086397,0.086397,57706349
2023-01-18,0.086409,0.088930,0.082499,0.082583,0.082583,80965057
2023-01-19,0.082573,0.084518,0.082351,0.084390,0.084390,50986509
2023-01-20,0.084395,0.088897,0.083433,0.088886,0.088886,70760039
2023-01-21,0.088892,0.092923,0.088241,0.090386,0.090386,96407621
2023-01-22,0.090378,0.093473,0.090062,0.091036,0.091036,78358378
2023-01-23,0.091038,0.095491,0.090959,0.094478,0.094478,92698305
2023-01-24,0.094461,0.095956,0.090108,0.090505,0.090505,80298218
2023-01-25,0.090512,0.093828,0.089177,0.092464,0.092464,71658730
2023-01-26,0.092448,0.092967,0.091008,0.091986,0.091986,61754311
2023-01-27,0.091986,0.093122,0.090276,0.092512,0.092512,55775721
2023-01-28,0.092516,0.094040,0.091979,0.092760,0.092760,47094050
2023-01-29,0.092751,0.094498,0.092375,0.094440,0.094440,54571772
2023-01-30,0.094438,0.094645,0.088959,0.089943,0.089943,69768802
2023-01-31,0.089951,0.091474,0.089463,0.090747,0.090747,57213806
2023-02-01,0.090737,0.092446,0.087825,0.092276,0.092276,70731137
2023-02-02,0.092271,0.094544,0.091498,0.091634,0.091634,73101973
2023-02-03,0.091631,0.093179,0.091631,0.092809,0.092809,54056017
2023-02-04,0.092828,0.093979,0.092308,0.093033,0.093033,43999885
2023-02-05,0.093038,0.093719,0.089996,0.090986,0.090986,57939190
2023-02-06,0.090984,0.091661,0.088859,0.088859,0.088859,48047787
