Date,Open,High,Low,Close,Adj Close,Volume
2022-12-24,65.772232,66.012245,65.263176,65.774788,65.774788,178396939
2022-12-25,65.774750,69.363144,65.540604,69.206268,69.206268,335124962
2022-12-26,69.206825,70.834938,68.710892,70.684746,70.684746,457389047
2022-12-27,70.679482,70.844246,67.970711,68.747910,68.747910,440850738
2022-12-28,68.746948,69.215042,66.106972,66.339066,66.339066,457672812
2022-12-29,66.341637,67.169289,65.928177,66.751076,66.751076,337784432
2022-12-30,66.748352,68.330978,66.315529,67.994034,67.994034,324391932
2022-12-31,67.998230,70.887146,67.786964,69.996216,69.996216,367586009
2023-01-01,70.002823,71.328911,69.234886,70.815659,70.815659,344383885
2023-01-02,70.820496,75.755173,70.227379,74.862907,74.862907,699498243
2023-01-03,74.863411,76.157494,74.211052,75.602722,75.602722,562329324
2023-01-04,75.602333,77.644287,74.658356,75.433907,75.433907,577893231
2023-01-05,75.431168,76.171883,73.914047,74.250809,74.250809,432215597
2023-01-06,74.259392,76.265533,73.012077,75.992577,75.992577,537790219
2023-01-07,75.993446,76.602013,75.668655,76.373444,76.373444,332539243
2023-01-08,76.369080,77.682274,75.529953,77.682274,77.682274,384160222
2023-01-09,77.676666,83.288277,77.676666,81.747314,81.747314,879528523
2023-01-10,81.731117,82.596161,79.880600,80.887520,80.887520,561103552
2023-01-11,80.887657,84.414795,80.160622,84.070313,84.070313,651624972
2023-01-12,84.286324,86.039719,82.843849,85.964226,85.964226,919252860
2023-01-13,85.969009,87.583061,83.923912,86.340034,86.340034,726155927
2023-01-14,86.334831,90.645493,86.172760,87.813858,87.813858,1235692684
2023-01-15,87.814041,88.451981,85.997162,87.365532,87.365532,575262096
2023-01-16,87.364830,88.846123,85.131172,85.834312,85.834312,643419793
2023-01-17,85.849304,88.611061,85.004951,87.117424,87.117424,689233513
2023-01-18,87.124062,88.212799,82.761566,82.775330,82.775330,745330320
2023-01-19,82.767296,84.422523,82.141197,84.232269,84.232269,468877565
2023-01-20,84.230621,90.721245,83.221573,90.493225,90.493225,618138690
2023-01-21,90.499146,91.332787,88.310272,88.314651,88.314651,678058077
2023-01-22,88.314667,89.894447,86.989632,87.629974,87.629974,525923629
2023-01-23,87.630653,92.532982,87.630653,90.025925,90.025925,674337929
2023-01-24,90.011391,91.094902,86.699692,87.202881,87.202881,508764326
2023-01-25,87.218681,91.623344,85.990204,89.381012,89.381012,526831341
2023-01-26,89.367523,89.850044,87.171089,87.589455,87.589455,495312033
2023-01-27,87.591690,89.100960,86.346901,88.845810,88.845810,432915139
2023-01-28,88.850449,89.662697,87.505554,89.601936,89.601936,403642649
2023-01-29,89.601471,97.460876,89.601471,95.050056,95.050056,1052463965
2023-01-30,95.046700,95.846718,89.499718,91.262436,91.262436,767486345
2023-01-31,91.263313,95.999153,91.263313,94.308113,94.308113,786998062
2023-02-01,94.297386,101.983437,94.013306,100.443626,100.443626,1000421802
2023-02-02,100.439934,101.877731,98.495178,98.690186,98.690186,679499126
2023-02-03,98.678360,100.480568,98.039948,99.970924,99.970924,581587515
2023-02-04,99.960236,101.085121,98.526802,98.614479,98.614479,412470764
2023-02-05,98.614235,98.810410,95.215149,96.458755,96.458755,467715468
2023-02-06,96.467079,97.848999,95.409515,96.062454,96.062454,454784285
